[full] 2.18M params  train/val=[160/40]  T=90 J=77  lambdas={'pos': 1.0, 'rot': 5.0, 'root': 1.0, 'fk': 0.5}
[full] ep   1/60  train[tot=7.379 pos=1.212 rot=0.925 fk=1.216]  val[tot=5.797 pos=2.007 rot=0.290 fk=1.399]  t=3s
[full] ep   2/60  train[tot=2.689 pos=0.715 rot=0.212 fk=0.658]  val[tot=4.376 pos=1.513 rot=0.202 fk=0.881]  t=7s
[full] ep   3/60  train[tot=2.173 pos=0.661 rot=0.168 fk=0.452]  val[tot=3.942 pos=1.486 rot=0.179 fk=0.695]  t=10s
[full] ep   4/60  train[tot=1.876 pos=0.409 rot=0.178 fk=0.385]  val[tot=3.099 pos=0.920 rot=0.187 fk=0.520]  t=13s
[full] ep   5/60  train[tot=1.813 pos=0.396 rot=0.181 fk=0.355]  val[tot=3.279 pos=0.993 rot=0.186 fk=0.638]  t=16s
[full] ep   6/60  train[tot=1.575 pos=0.277 rot=0.168 fk=0.311]  val[tot=2.488 pos=0.584 rot=0.160 fk=0.515]  t=19s
[full] ep   7/60  train[tot=1.631 pos=0.325 rot=0.177 fk=0.306]  val[tot=2.640 pos=0.609 rot=0.181 fk=0.575]  t=22s
[full] ep   8/60  train[tot=1.507 pos=0.312 rot=0.162 fk=0.286]  val[tot=2.594 pos=0.702 rot=0.182 fk=0.459]  t=25s
[full] ep   9/60  train[tot=1.456 pos=0.347 rot=0.165 fk=0.232]  val[tot=2.789 pos=0.820 rot=0.182 fk=0.551]  t=29s
[full] ep  10/60  train[tot=1.411 pos=0.248 rot=0.171 fk=0.252]  val[tot=2.739 pos=0.987 rot=0.163 fk=0.403]  t=32s
[full] ep  11/60  train[tot=1.446 pos=0.290 rot=0.171 fk=0.267]  val[tot=2.939 pos=0.561 rot=0.315 fk=0.360]  t=35s
[full] ep  12/60  train[tot=1.381 pos=0.223 rot=0.172 fk=0.259]  val[tot=2.260 pos=0.643 rot=0.166 fk=0.337]  t=38s
[full] ep  13/60  train[tot=1.546 pos=0.301 rot=0.183 fk=0.297]  val[tot=2.058 pos=0.503 rot=0.180 fk=0.267]  t=41s
[full] ep  14/60  train[tot=1.388 pos=0.258 rot=0.166 fk=0.257]  val[tot=2.618 pos=0.867 rot=0.177 fk=0.420]  t=45s
