[opm_only] 2.12M params  train/val=[160/40]  T=90 J=77  lambdas={'pos': 1.0, 'rot': 5.0, 'root': 1.0, 'fk': 0.5}
[opm_only] ep   1/60  train[tot=12.629 pos=1.285 rot=1.901 fk=1.593]  val[tot=7.826 pos=1.870 rot=0.609 fk=1.825]  t=3s
[opm_only] ep   2/60  train[tot=3.226 pos=0.741 rot=0.282 fk=0.807]  val[tot=4.758 pos=1.409 rot=0.235 fk=1.019]  t=6s
[opm_only] ep   3/60  train[tot=2.319 pos=0.612 rot=0.190 fk=0.523]  val[tot=4.017 pos=1.254 rot=0.196 fk=0.734]  t=8s
[opm_only] ep   4/60  train[tot=1.919 pos=0.385 rot=0.190 fk=0.373]  val[tot=3.286 pos=0.915 rot=0.193 fk=0.520]  t=11s
[opm_only] ep   5/60  train[tot=1.806 pos=0.367 rot=0.184 fk=0.338]  val[tot=3.741 pos=1.350 rot=0.179 fk=0.618]  t=14s
[opm_only] ep   6/60  train[tot=1.639 pos=0.307 rot=0.171 fk=0.308]  val[tot=3.388 pos=1.120 rot=0.190 fk=0.588]  t=16s
[opm_only] ep   7/60  train[tot=1.637 pos=0.347 rot=0.169 fk=0.324]  val[tot=3.148 pos=0.994 rot=0.178 fk=0.605]  t=19s
[opm_only] ep   8/60  train[tot=1.535 pos=0.313 rot=0.166 fk=0.269]  val[tot=2.552 pos=0.639 rot=0.182 fk=0.378]  t=22s
[opm_only] ep   9/60  train[tot=1.381 pos=0.320 rot=0.157 fk=0.220]  val[tot=2.802 pos=0.843 rot=0.179 fk=0.454]  t=25s
[opm_only] ep  10/60  train[tot=1.370 pos=0.214 rot=0.175 fk=0.217]  val[tot=2.349 pos=0.613 rot=0.173 fk=0.331]  t=28s
[opm_only] ep  11/60  train[tot=1.350 pos=0.218 rot=0.173 fk=0.231]  val[tot=2.613 pos=0.616 rot=0.236 fk=0.335]  t=31s
[opm_only] ep  12/60  train[tot=1.300 pos=0.190 rot=0.172 fk=0.224]  val[tot=2.466 pos=0.529 rot=0.229 fk=0.327]  t=33s
[opm_only] ep  13/60  train[tot=2.331 pos=0.296 rot=0.350 fk=0.263]  val[tot=2.088 pos=0.416 rot=0.202 fk=0.249]  t=36s
[opm_only] ep  14/60  train[tot=1.319 pos=0.217 rot=0.169 fk=0.243]  val[tot=2.352 pos=0.656 rot=0.177 fk=0.383]  t=39s
[opm_only] ep  15/60  train[tot=1.195 pos=0.191 rot=0.162 fk=0.192]  val[tot=2.351 pos=0.666 rot=0.182 fk=0.373]  t=41s
[opm_only] ep  16/60  train[tot=1.256 pos=0.226 rot=0.163 fk=0.203]  val[tot=1.643 pos=0.324 rot=0.153 fk=0.226]  t=44s
[opm_only] ep  17/60  train[tot=1.416 pos=0.291 rot=0.173 fk=0.250]  val[tot=2.211 pos=0.637 rot=0.177 fk=0.349]  t=47s
[opm_only] ep  18/60  train[tot=1.305 pos=0.201 rot=0.173 fk=0.233]  val[tot=1.809 pos=0.385 rot=0.174 fk=0.240]  t=49s
[opm_only] ep  19/60  train[tot=1.147 pos=0.130 rot=0.165 fk=0.204]  val[tot=2.783 pos=0.339 rot=0.382 fk=0.249]  t=52s
[opm_only] ep  20/60  train[tot=1.482 pos=0.331 rot=0.181 fk=0.244]  val[tot=2.698 pos=0.287 rot=0.377 fk=0.249]  t=55s
[opm_only] ep  21/60  train[tot=1.196 pos=0.168 rot=0.166 fk=0.212]  val[tot=2.299 pos=0.662 rot=0.178 fk=0.414]  t=57s
[opm_only] ep  22/60  train[tot=1.166 pos=0.128 rot=0.171 fk=0.193]  val[tot=2.232 pos=0.683 rot=0.172 fk=0.354]  t=60s
[opm_only] ep  23/60  train[tot=1.182 pos=0.118 rot=0.173 fk=0.205]  val[tot=1.356 pos=0.176 rot=0.139 fk=0.216]  t=63s
[opm_only] ep  24/60  train[tot=1.301 pos=0.214 rot=0.170 fk=0.243]  val[tot=2.842 pos=0.451 rot=0.360 fk=0.301]  t=65s
[opm_only] ep  25/60  train[tot=1.300 pos=0.206 rot=0.170 fk=0.247]  val[tot=2.265 pos=0.583 rot=0.218 fk=0.326]  t=68s
[opm_only] ep  26/60  train[tot=1.322 pos=0.252 rot=0.168 fk=0.246]  val[tot=2.376 pos=0.489 rot=0.265 fk=0.322]  t=71s
[opm_only] ep  27/60  train[tot=1.279 pos=0.293 rot=0.157 fk=0.206]  val[tot=2.616 pos=0.410 rot=0.330 fk=0.306]  t=74s
[opm_only] ep  28/60  train[tot=1.164 pos=0.149 rot=0.169 fk=0.198]  val[tot=2.569 pos=0.245 rot=0.377 fk=0.228]  t=76s
[opm_only] ep  29/60  train[tot=1.339 pos=0.300 rot=0.163 fk=0.236]  val[tot=1.922 pos=0.427 rot=0.194 fk=0.278]  t=79s
[opm_only] ep  30/60  train[tot=1.238 pos=0.228 rot=0.164 fk=0.212]  val[tot=1.509 pos=0.369 rot=0.141 fk=0.222]  t=82s
[opm_only] ep  31/60  train[tot=1.046 pos=0.131 rot=0.155 fk=0.172]  val[tot=1.946 pos=0.610 rot=0.160 fk=0.312]  t=85s
[opm_only] ep  32/60  train[tot=1.169 pos=0.162 rot=0.168 fk=0.193]  val[tot=1.710 pos=0.395 rot=0.164 fk=0.277]  t=87s
[opm_only] ep  33/60  train[tot=1.106 pos=0.121 rot=0.164 fk=0.192]  val[tot=2.155 pos=0.662 rot=0.177 fk=0.370]  t=90s
[opm_only] ep  34/60  train[tot=1.284 pos=0.205 rot=0.172 fk=0.234]  val[tot=2.381 pos=0.725 rot=0.234 fk=0.274]  t=93s
[opm_only] ep  35/60  train[tot=1.096 pos=0.119 rot=0.161 fk=0.195]  val[tot=2.370 pos=0.439 rot=0.283 fk=0.292]  t=96s
[opm_only] ep  36/60  train[tot=1.195 pos=0.178 rot=0.166 fk=0.210]  val[tot=1.308 pos=0.114 rot=0.163 fk=0.206]  t=98s
[opm_only] ep  37/60  train[tot=1.142 pos=0.141 rot=0.164 fk=0.208]  val[tot=1.717 pos=0.205 rot=0.222 fk=0.213]  t=101s
[opm_only] ep  38/60  train[tot=1.213 pos=0.182 rot=0.167 fk=0.214]  val[tot=2.012 pos=0.584 rot=0.171 fk=0.370]  t=104s
[opm_only] ep  39/60  train[tot=0.979 pos=0.125 rot=0.139 fk=0.189]  val[tot=2.464 pos=0.392 rot=0.315 fk=0.285]  t=106s
[opm_only] ep  40/60  train[tot=1.110 pos=0.168 rot=0.152 fk=0.213]  val[tot=6.981 pos=1.092 rot=1.094 fk=0.213]  t=109s
